market,volume_24h,num_trades,num_whales,whale_volume,whale_pct,mean_trade,median_trade,max_trade,total_traded
Will Burnley FC win on 2026-01-17?,8709.856713000003,13,5,4723.126496,67.68109885348946,536.8078073846153,342.24,1555.89,6978.501496
Will the price of Solana be between $140 and $150 ,8763.258385000001,7,5,7246.666665,94.95523039854886,1090.2380950000002,1416.8,1999.999999,7631.666665
Will the price of Solana be greater than $180 on J,9637.73,5,5,9426.050514,100.0,1885.2101028000002,1088.91,3752.899344,9426.050514
Will Luiz Inácio Lula da Silva win the 2026 Brazil,11364.509757,27,5,3734.778799,36.89291229737982,374.9368973333334,334.2976,865.4464,10123.296228000001
Will Polymarket mindshare hit 85%?,12420.068990000003,19,5,6944.819574,66.77042157276463,547.4232617894737,323.244,2999.999974,10401.041974
Will XRP reach $4.00 in January?,12909.056482000002,14,5,11568.815128,79.71006414603904,1036.6870815714285,399.396,3965.0650499999997,14513.619142
Will the Denver Nuggets win the 2026 NBA Finals?,93193.85091799995,48,5,6365.9076000000005,40.66782525599273,326.1130246458333,184.01999999999998,2884.6938,15653.425183
Counter-Strike: FURIA vs 9INE (BO3),14538.921364,12,5,21651.142,92.14294737799347,1958.1117000000002,530.0,9039.92,23497.3404
Will Nottm Forest win the 2025–26 English Premier ,14724.998999999996,16,5,6800.596081000001,63.08872222102887,673.713526125,458.883029,1986.4391600000001,10779.416418
Will Real Madrid CF win on 2026-01-17?,14800.654256,33,5,5291.389594,44.26514785697307,362.23789363636365,192.1,1199.9999970000001,11953.85049
Will the price of XRP be above $2.00 on January 20,7304.173792,5,5,7292.413792,100.0,1458.4827584,1159.9999990000001,2248.4,7292.413792
Paramount x Warner Bros. acquisition announced by ,57.98,5,5,2716.498798,100.0,543.2997596,163.9262,2099.9999980000002,2716.498798
Will the price of XRP be above $2.20 on January 19,70.660433,5,5,3721.58,100.0,744.316,201.39,2467.2,3721.58
Will António José Seguro win 3rd place in the 1st ,110.81111,5,5,835.2999950000001,100.0,167.059999,165.079995,196.24,835.2999950000001
Australian Open Men's: Alexei Popyrin vs Alexandre,116.696967,5,5,2479.699999,100.0,495.93999980000007,579.7,912.0,2479.699999
Will the US conduct a cyberattack on Iran by Jan 3,5795.785714000001,19,5,1935.9484,45.56830832619381,223.60281694736847,172.0,546.6676,4248.453522
Will Amazon (AMZN) finish week of January 12 above,5882.885999999999,6,5,5396.133465,97.10546161873745,926.1637424999999,1060.0194195,1201.5892079999999,5556.982455
"Will the price of Ethereum be above $3,200 on Janu",5945.636094,7,5,5327.999997,95.04516264456653,800.8222991428572,499.99999699999995,3280.0,5605.756094
Will Liverpool FC win on 2026-01-17?,6410.459990999999,27,5,3986.0241,54.8240264609466,269.2807,167.20350000000002,1400.0,7270.5789
Han Duck-soo in jail by January 31?,6450.798635,13,5,4958.424999999999,76.0103365197197,501.7966307692308,275.3451,1441.6219999999998,6523.3562
Will the price of XRP be above $2.00 on January 19,6601.501152,5,5,6567.568652,100.0,1313.5137304,1193.2286530000001,1847.25,6567.568652
Will Nikola Jokic win the 2025–2026 NBA MVP?,6774.198565000001,8,5,3533.2088,90.36545693674645,488.7388555,361.57000000000005,1393.1399999999999,3909.910844
"Will Bitcoin reach $104,000 January 12-18?",59456.13949100001,50,5,24970.66405,61.51195799940739,811.89625114,288.99998899999997,8499.24495,40594.812557
Will Morocco win on 2026-01-18?,6938.430661,37,5,2295.68,32.14488228068254,193.01798918918914,140.51069999999999,568.4,7141.665599999999
Opinion FDV above $2B one day after launch?,7088.641159000002,12,5,2934.0538,69.68264601672539,350.8828916666667,258.4862,758.5,4210.5947
Will the price of Solana be less than $100 on Janu,7169.471,6,5,6901.56153,97.73642669488588,1176.900255,517.0324499999999,4829.166,7061.40153
Zama FDV above $600M one day after launch?,13484.113847,38,5,4008.6184949999997,36.79972516469727,286.65964194736847,193.5679,999.9999949999999,10893.066394
Spread: Rams (-3.5),5770.508451,9,4,3123.769228,83.88729367307613,413.75213644444443,156.0,1224.359999,3723.769228
Will the price of Solana be between $130 and $140 ,9276.557846999998,7,4,6741.2,91.53012843192836,1052.1438,616.4000000000001,2741.2,7365.0066
Will Dick Schoof be the next leader out before 202,5842.540070999998,12,4,1844.223597,54.15257456098064,283.80054133333334,230.7942,920.4816,3405.606496
Will Matthew Stafford win the 2025–26 NFL MVP awar,6034.972228,10,4,7033.85694,88.57157728504852,794.1438049999999,164.44145500000002,3637.95269,7941.43805
"Will the price of Bitcoin be between $84,000 and $",6135.843,23,4,3143.3008,53.81983785150777,253.93099947826087,137.96989200000002,1071.2532,5840.412988
Will the highest temperature in New York City be b,6163.279628000001,8,4,3155.12861,81.02605742379747,486.74597875000006,395.70518,1095.3916100000001,3893.96783
Zelenskyy out as Ukraine president by end of 2026?,6266.174711000001,22,4,1890.0612,41.933882800707934,204.87459540909092,139.5,569.8044,4507.241099
Tesla launches unsupervised full self driving (FSD,6312.836298,20,4,3053.501299,50.301813860018044,303.5180110499999,208.99911099999997,999.9999990000001,6070.360221
Will the price of XRP be above $2.00 on January 17,6313.784222,5,4,5715.1957919999995,95.13442457481453,1201.4989984,999.9999919999999,2665.4249999999997,6007.494992
Will the Philadelphia Flyers win the 2026 NHL Stan,6405.022192,7,4,3856.05,90.35442084115303,609.6705402857143,955.35,990.0,4267.693782
Will 2 Fed rate cuts happen in 2026?,6488.638801,24,4,3286.2874,48.57714862023618,281.87871366666667,158.2054,1406.6206,6765.0891280000005
Will Russia capture Kostyantynivka by March 31?,6818.0331909999995,11,4,3400.2729,67.7110652119771,456.521718,270.71999999999997,1697.6174999999998,5021.738898
Will Meituan have the top AI model at the end of J,6970.174000000001,8,4,1960.2628260000001,74.20300526166936,330.21958125000003,344.5296255,524.979495,2641.75665
Will Yoon Suk Yeol be sentenced to no prison time?,7100.082552,13,4,2035.0886299999997,57.25846757740136,273.4010983076923,231.989998,658.5046299999999,3554.214278
"Bitcoin all time high by March 31, 2026?",7303.485132999999,9,4,4831.624097,83.33875110995021,644.1746663333334,355.9911,2195.4787,5797.571997
China x Taiwan military clash before 2027?,7759.425423,14,4,5113.0772,71.92743559601837,507.76146400000005,234.999999,2883.6240000000003,7108.660496
AHL: Rockford IceHogs vs. Grand Rapids Griffins,7759.972728000002,32,4,1610.0,23.609461381666737,213.103125,187.95,482.99999999999994,6819.3
Will TSV Fortuna 95 Düsseldorf win on 2026-01-16?,253166.22335599994,31,4,43601.5805,83.62508833606589,1681.9146320322582,249.99999800000003,23231.7585,52139.353593
"Will Bitcoin reach $100,000 in January?",271169.06495299994,32,4,2191.0872,33.54958036578695,204.09040665625,149.4025,954.1641,6530.893013
Will Rand Paul win the 2028 Republican presidentia,278333.482817,32,4,3419.941,23.64067403966456,452.07321953124995,325.06155,869.107,14466.343025
Will Elon Musk post 500-519 tweets from January 9 ,339033.7063599993,33,4,2125.175193,29.36505543620449,219.3057268787879,184.8,629.2337,7237.088987
Will Daniil Medvedev win the 2026 Australian Open?,73050.81370299999,37,4,1881.6640000000002,26.191719893613268,194.1674085945946,145.80535999999998,702.0,7184.194118
"Will Bitcoin reach $98,000 January 12-18?",89102.830959,33,4,15089.785376000002,55.44092163027015,824.7810643636363,205.91,8297.419998000001,27217.775124
Will Michelle Obama win the 2028 Democratic presid,97714.168101,37,4,4361.999803,34.70674219232207,339.6800711351351,277.92595,2168.1,12568.162632
Will Steve Bannon win the 2028 Republican presiden,121414.694447,36,4,9109.47478,32.52003788325481,778.1078454444445,812.3738599999999,4160.67,28011.882436
Will 1. FC Magdeburg win on 2026-01-16?,133026.005165,36,4,6004.396,46.563625257057595,358.1954301388889,219.19,2997.0,12895.035485
Will Nikki Haley win the 2028 US Presidential Elec,153105.592946,37,4,7877.302297,28.261521984785816,753.3212903243244,825.8781,2993.489977,27872.887742
Will Ecuador win the 2026 FIFA World Cup?,156518.41913799994,39,4,6128.03488,34.42519627451577,456.43632133333335,344.91928,2067.2486400000003,17801.016532
Will António José Seguro win the 2026 Portugal pre,160282.52644199991,39,4,8643.399492,44.347409454595486,499.748758102564,201.44388,2819.6,19490.201566
Will Elon Musk win the 2028 Republican presidentia,185048.300378,38,4,14498.05818,46.6367549913375,818.0840346052631,409.18620250000004,4268.907,31087.193315
"Will the price of Bitcoin be above $94,000 on Janu",187079.91181299996,36,4,4520.067769,33.129980523147154,378.98434,264.499993,1425.0,13643.436239999999
Bitcoin Up or Down on January 16?,188063.7720469998,37,4,11071.241011,58.64811874331194,510.2000480810811,210.2568,5426.0772,18877.401779
Will MrBeast win the 2028 Democratic presidential ,198860.34400000004,36,4,12663.757491999999,53.758223718122366,654.3576351944445,279.60023149999995,4880.4,23556.874867
Will Liz Cheney win the 2028 Democratic presidenti,200664.09566599995,37,4,5451.935087,26.66707112434355,552.552607891892,495.69786,2417.999847,20444.446492
Will Andrew Yang win the 2028 Democratic president,216589.30660000004,33,4,19975.412038000002,60.773819426416445,996.0136157575757,353.999906,4999.269841,32868.44932
Will Elise Stefanik win the 2028 Republican presid,225588.72029799997,36,4,16997.445637,55.541804862720525,850.0826879166666,276.212,4832.999968,30602.976765
"Israel strikes Iran by January 16, 2026?",230866.99448299993,40,4,25646.06474,58.40755556389466,1097.7203416749999,295.642786,8981.29789,43908.813667
Will Solana dip to $120 January 12-18?,17950.84858,8,4,14242.568296,90.57625204323622,1965.5494644999999,1615.7355599999999,3963.9999310000003,15724.395715999999
Lightning vs. Blues,18999.641085,38,4,10034.3006,52.14559442756639,506.3908945789473,247.6217,4393.3806,19242.853994
"Will Ethereum dip to $2,600 in January?",19521.419822,39,4,17317.101599999998,58.632653771481166,757.305388025641,380.0,9230.9478,29534.910133
Will Tesla be the second-largest company in the wo,19641.510000000006,26,4,6252.400530999999,51.54410641919493,466.54595492307686,223.6995765,2000.77044,12130.194828
Will Microstrategy announce a Bitcoin purchase Jan,19837.405409999996,32,4,6700.482998,41.4296620307668,505.4110591875,324.9902495,2648.9717,16173.153894000001
Will South Africa win the 2026 FIFA World Cup?,19866.975,32,4,2566.8959999999997,29.05297982937689,276.10076649999996,275.310915,892.107,8835.224528
"Will the price of Ethereum be above $3,200 on Janu",61209.23803200001,33,4,1827.359395,28.39225168327544,195.03394003030306,140.89068,535.555555,6436.120021
Will Elon Musk post 0-19 tweets from January 16 to,62916.561,39,4,18378.6,29.29854711493919,1608.4284043076925,1782.49572,7392.6,62728.707768
Will Greg Abbott win the 2028 Republican president,65326.801865999994,38,4,5781.080618,21.697155456591062,701.1688733947368,817.068,1859.999867,26644.417189
Will Egypt win the 2026 FIFA World Cup?,67901.265,34,4,5002.7345589999995,35.621837036567975,413.05913444117647,298.21236,1716.3398189999998,14044.010570999999
U.S. strike on Somalia by January 31?,67956.80740399998,39,4,11349.999999,47.94069588539884,607.0534347179488,258.0,4150.0,23675.083954
Supreme Court rules in favor of Trump's tariffs?,68636.20886899995,34,4,15579.2713,59.01363839582755,776.4541794411765,283.3184,5390.1252,26399.442101
Odds of Khamenei out in Jan over 20% on Friday?,69704.414182,31,4,3850.037869,36.87819072349772,336.7702360967742,207.76,1030.90741,10439.877319
Will Hillary Clinton win the 2028 Democratic presi,72227.654994,33,4,12023.857692000001,29.881877172789533,1219.332111878788,829.0704,3195.2098600000004,40237.959692
Will Raphael Warnock win the 2028 Democratic presi,72370.259866,31,4,3511.9013999999997,27.748614988947146,408.26232941935484,287.259883,890.9222,12656.132212
Will the Phoenix Suns win the 2026 NBA Finals?,72692.81368299997,33,4,1980.853885,32.50029120341626,184.69334606060605,131.609975,511.784,6094.88042
Will Solana reach $160 in January?,15110.176439000003,34,4,2697.74,29.767787366978993,266.5475036470588,178.252,700.0,9062.615124
LoL: LNG Esports vs Ultra Prime (BO3),15394.310150999996,37,4,2502.5932,31.204223091128625,216.75801335135137,174.7,1163.5,8020.046494
Will Aston Villa FC win on 2026-01-18?,15813.086947000002,31,4,5615.9702480000005,57.25509290134173,316.40911122580644,149.06,3088.6599990000004,9808.682448
Will Iran win the 2026 FIFA World Cup?,16195.453999999998,35,4,2525.10402,24.5667232052104,293.67298414285716,304.39,891.2139999999999,10278.554445
Will anyone be charged over Daycare fraud in Minne,16474.251093000003,33,4,2941.2306909999998,31.225532823645796,285.4337290606061,193.23659999999998,1312.6254,9419.313059
Microstrategy delisted from MSCI index by March 31,16643.906876999998,20,4,10875.70149,73.30494734548014,741.8122435000001,249.255,5461.28604,14836.24487
Will Athletic Club win the 2025–26 Champions Leagu,16654.65,31,4,1947.3839480000001,26.89789345039504,233.54556425806453,127.65418,588.82,7239.912492
Billionaire one-time wealth tax passes in Californ,16913.524785,38,4,6342.1694,45.85230888078719,363.99300015789476,238.7613,4460.5894,13831.734006
"Will Israel strike Gaza on January 14, 2026?",17096.371719,25,4,8499.999921,63.87338630731841,532.30307096,225.04074,3999.999998,13307.576774
"Will the price of Bitcoin be above $100,000 on Jan",17098.263871,38,4,5157.060126,39.25079882443589,345.7562970526315,196.75996149999997,1799.999998,13138.739288
Over $20M committed to the Space public sale?,17167.016590000007,39,4,5718.72999,44.87783507803298,326.7405882051282,174.0,1999.229995,12742.88294
"Will Bitcoin dip to $55,000 by December 31, 2026?",17515.594456,9,4,11815.0673,92.44664726244895,1420.0463666666667,373.30999999999995,4693.885,12780.4173
Will the price of Solana be above $130 on January ,17574.628286,16,4,12894.232248,74.8463152547805,1076.725704875,422.0772,8019.999998,17227.611278
Will United Russia (ER) gain the most seats in the,17653.982309,36,4,7968.724,45.67792669431513,484.59608494444444,204.60615,2456.464,17445.459058
Zama FDV above $1B one day after launch?,17778.095569,34,4,2498.532398,25.144804988618162,292.2522049117647,225.486,880.1399,9936.574967
Will Kamala Harris win the 2028 Democratic preside,17817.137491,35,4,5887.34339,47.46825171410202,354.3627689428571,177.57,1918.0,12402.696913
Will OpenAI have the top AI model at the end of Ja,9329.325931000001,10,4,3574.8,72.95352532158395,490.0105902,343.2699285,908.595,4900.105902
Will Russia capture all of Stepnohirsk by February,9756.906035000002,14,4,3552.8799989999998,68.70086863313708,369.3943727857142,194.89189149999999,1240.0,5171.521219
Will Henrique Gouveia e Melo qualify for the secon,10009.835540000002,19,4,6332.72502,68.8137615994845,484.35270663157894,194.99,2177.00193,9202.701426
Will Andy Beshear win the 2028 Democratic presiden,10052.936601999996,15,4,4713.977244,72.90403032013394,431.0669084,173.80331999999999,1387.999973,6466.003626
Will the highest temperature in Toronto be -6°C on,10142.185482,14,4,7074.76009,79.7321526642082,633.7970185714286,164.528,3654.87021,8873.15826
"Will ""End of Beginning - Djo"" be the #1 song on US",10201.961970999999,9,4,7383.044721,89.75248772321505,914.0006289999999,287.5356,3283.1865,8226.005661
Will the price of Solana be above $150 on January ,10868.705094,22,4,3149.67,43.923724489385805,325.9441676363636,209.265,850.0,7170.771688
Will Mistral have the top AI model at the end of J,11012.101,9,4,4854.999141,77.36998544709041,697.2268973333333,529.00986,1999.999998,6275.042076
Nothing Ever Happens: US Strike Edition,12287.193978000003,33,4,2433.3365999999996,29.177736184296528,252.71827896969697,171.07099999999997,673.802,8339.703206
"Will Ethereum dip to $2,900 January 12-18?",12670.125918,10,4,8058.76963,81.30210086850933,991.2129630000002,494.25,3262.8920500000004,9912.12963
Will Novak Djokovic win the 2026 Australian Open?,13231.306626999996,21,4,2574.0,42.630693171940756,287.5192014285715,207.27998699999998,940.0,6037.90323
Will Delcy Rodríguez be the leader of Venezuela en,13312.929566000003,33,4,2663.920998,26.90513517567141,300.0352096363637,248.64000000000001,726.009999,9901.161918
S&P 500 (SPX) Up or Down on January 16?,13394.392210000002,40,4,943.671,17.855901952216463,132.123121325,124.31135,375.9828,5284.924853
Owlto FDV above $100M one day after launch?,13829.214442,38,4,1782.839986,23.143727427114076,202.7194706842105,153.0384,499.9999879999999,7703.339886
Opinion FDV above $1B one day after launch?,13877.397853999997,36,4,4319.013998,32.262933453616974,371.8589669722221,317.619999,2182.529998,13386.922811
"Israel x Iran ceasefire broken by June 30, 2026?",14193.572828,24,4,6649.73,66.3463210115183,417.6148415,157.24689949999998,2233.3826,10022.756196
Will the price of XRP be between $1.80 and $1.90 o,7792.301615,5,4,7547.319195,97.14560767841421,1553.8158389999999,1167.841616,3171.1575799999996,7769.079194999999
BPL: Chattogram Challengers vs Noakhali (Game 1),7815.324970000001,18,4,10705.823550000001,76.48477893771025,777.6292005555556,260.0,5270.82355,13997.32561
Will XRP dip to $2.00 January 12-18?,7846.366854000001,5,4,7067.844800000001,98.33051487143963,1437.56896,1752.6448000000003,1865.6000000000001,7187.844800000001
"Will the price of Ethereum be between $3,500 and $",7846.400890999999,31,4,5671.4477959999995,52.50480398220636,348.44417087096775,226.570909,2764.5478,10801.769296999999
"Will China invade Taiwan by June 30, 2026?",7849.611933,15,4,2606.728896,54.67434868735318,317.84910213333336,199.999995,999.999998,4767.736532
Will Gustavo Bolívar win the 2026 Colombian presid,7921.695000000001,8,4,2758.97166,78.14890450907383,441.3004375,375.82582,899.9991,3530.4035
"Will Ethereum dip to $2,800 January 12-18?",8002.89336,5,4,10408.702385999999,97.86294003232297,2127.2000172,2241.2808,3963.999998,10636.000086
Will the price of Solana be above $150 on January ,8028.180908,18,4,2358.300909,49.76251779672424,263.28393933333336,145.31,742.340909,4739.110908000001
US strike on Cuba by January 31?,8131.0425319999995,10,4,5655.3495,82.78813974834158,683.1110733,266.7899915,2748.3495,6831.1107329999995
Iran Strike on Israel by February 28?,8266.4992,17,4,2140.946099,45.658417357412894,275.8264808823529,189.695,597.189,4689.050175
Will Google Gemini 3 score at least 40% on the Fro,8432.9086,14,4,4746.764199,69.63328899991255,486.9145067142857,281.04499999999996,1462.629999,6816.803094
Will Bugonia win Best Picture at the 98th Academy ,8446.616759999999,10,4,4194.785011,80.1621307207478,523.2876139,207.2,1121.999977,5232.876139
"Will Ethereum dip to $1,400 in January?",8568.4195,11,4,5989.067139,84.78198570580562,642.189074090909,123.169998,2607.3897699999998,7064.079814999999
"Will the price of Bitcoin be between $92,000 and $",9199.117123999999,12,4,4209.812414,69.73383669384405,503.08102608333337,304.6999995,1880.95238,6036.972313
Will the price of Solana be between $120 and $130 ,9255.625422,7,4,8333.680812,93.67090935848378,1270.966448857143,535.999999,3218.05539,8896.765142
Trove FDV above $20M one day after launch?,7765.258866999999,15,4,3241.1263980000003,57.76561064380162,374.0548932,226.46,999.999998,5610.823398
Solana Up or Down on January 16?,5911.654198000001,9,3,1411.52,59.85437803659135,262.0285444444445,183.54,534.99,2358.2569
Grok 4.20 released by January 31?,6012.681764999999,5,3,1970.355598,90.1946534478852,436.9118396,460.0,799.9999980000001,2184.559198
Will the highest temperature in New York City be b,6032.741798000003,8,3,4716.22076,81.94994028907448,719.3752587500001,249.0,2816.90852,5755.0020700000005
Will Cooper Flagg win the 2025–2026 NBA MVP?,6039.200332999999,6,3,3253.543146,86.38350378829414,627.7323415,458.18687,1273.619656,3766.394049
XRP Up or Down on January 16?,6174.823465000001,13,3,4917.7568,72.27429049084438,523.4073998461538,242.17299999999997,3168.0,6804.296198
Will the Logan Paul 1st Edition Charizard sale pri,6310.718572,12,3,1783.7929000000001,53.905860837234385,275.7574149166667,189.2,985.9405,3309.088979
Will the highest temperature in Seattle be 52°F or,6360.680311999999,8,3,3018.868488,78.17721949616876,482.69631925,233.989023,1667.0412900000001,3861.570554
Spread: UMBC Retrievers (-2.5),6465.3634440000005,27,3,744.7001,18.174148686334053,151.7621851851852,140.20964999999998,255.0,4097.579
Owlto FDV above $200M one day after launch?,6560.612366999999,23,3,1913.09772,39.351048871791335,211.37470060869563,145.5,1379.412,4861.618114
CEHL: Liberec vs. Trinec,6728.812756,7,3,2699.997872,80.17781836317472,481.07318157142856,299.999999,1251.701,3367.5122709999996
"Will the price of Ethereum be between $3,100 and $",6794.39,6,3,4430.0,90.0077207525702,820.3000000000001,324.4,3400.0,4921.8
Spread: Gonzaga Bulldogs (-18.5),6824.907143,11,3,4297.058,66.52935721153325,587.1718181818183,275.9975,2363.5107,6458.89
Will Barcelona win the 2025–26 La Liga?,7261.372935,12,3,1749.209999,48.76891532741172,298.89428325,224.96635000000003,749.999999,3586.7313990000002
Will Newcastle United FC win on 2026-01-18?,7377.997431999997,24,3,1227.192979,23.831470915461306,214.56099362500004,202.00029949999998,499.999999,5149.463847
Will Juan Branco win the 2027 French presidential ,7574.291468999999,11,3,1141.248,30.798058096901226,336.87129836363636,376.2,380.544,3705.584282
"Will Bitcoin dip to $84,000 January 12-18?",7574.711747999999,11,3,8528.0452,87.21080668464072,888.968771,139.999949,3935.9529,9778.656481
Will BLɅϽKPIИK release an album by February 28?,7755.030392,12,3,1344.2346,38.3939964846731,291.76319283333333,321.81151,472.8865,3501.158314
Will January 2026 be the 1st hottest on record?,7974.702468,8,3,4088.672263,84.17699862816337,607.154022125,199.064998,1976.0,4857.232177
Will Solana dip to $100 in January?,8040.52056,6,3,4544.92164,91.8980215488865,824.26904,646.7719999999999,1844.6399999999999,4945.61424
Will Google have the top AI model at the end of Ja,8073.992372999993,11,3,2201.915494,65.14435927339373,307.2777720909091,170.0,774.389995,3380.055493
"Will the price of Bitcoin be above $84,000 on Janu",104079.24,22,3,59940.0,67.35946618585454,4044.784807272727,1610.74764,49950.0,88985.26576
Will Z.ai have the best AI model at the end of Jan,113523.65000000001,5,3,2997.0,86.6864119049339,691.45785,999.0,999.0,3457.28925
Will Jasmine Crockett win the 2028 Democratic pres,119454.27433300002,25,3,18770.504432,62.239537635543954,1206.3395806,285.83464,6950.999952,30158.489515
Will Jamie Dimon win the 2028 US Presidential Elec,152047.695902,30,3,9812.797188,31.44634020729703,1040.1631396333332,829.155,3666.9999080000002,31204.894189
Will Girona win the 2025–26 La Liga?,155108.938,27,3,8886.794923,57.32823414522351,574.1334224074075,285.13858,4187.999808,15501.602405
Will Cory Booker win the 2028 Democratic president,166758.512164,26,3,1565.049117,22.078098070044646,272.64212984615386,267.62345,564.169975,7088.695376
LoL: Hanwha Life Esports vs T1 (BO3),178323.80104400002,25,3,1420.367599,31.101527129495853,182.67496552,127.245,583.4599999999999,4566.874138
Will Eintracht Frankfurt win the 2025–26 Champions,180655.53599999993,26,3,3322.2212,35.18438496670252,363.1660425,281.65556000000004,1240.76799,9442.317105
Will Al Fateh Saudi Club win on 2026-01-16?,189079.20347699994,25,3,1652.359998,29.676435326642586,222.71677576000002,176.55,622.359999,5567.9193940000005
Will Sporting CP win on 2026-01-16?,205520.07379599955,26,3,3796.2281159999998,45.121830039212036,323.587881,173.14999999999998,2746.339995,8413.284905999999
"Will the price of Bitcoin be above $96,000 on Janu",206787.86642299988,28,3,2218.880491,33.4396319037846,236.98147171428573,145.5732605,1328.305692,6635.481208
Will Zohran Mamdani win the 2028 US Presidential E,218912.572497,29,3,14168.114957000002,40.143030022293075,1217.0373982758624,831.2403,4849.999847,35294.08455
Will Elon Musk post 540-559 tweets from January 9 ,245686.6884739999,21,3,4993.081995,56.22877377813743,422.85433828571416,169.8552,3173.0719999999997,8879.941104
Will the Iranian regime fall before 2027?,305037.3318119997,30,3,5507.329673,37.30509046455103,492.09813856666665,220.6845,2153.509998,14762.944157
Will Roy Cooper win the 2028 Democratic presidenti,325353.9443,27,3,1887.569954,28.49681971977122,245.3256152222222,184.229871,977.09,6623.791611000001
Will Elon Musk post 580+ tweets from January 9 to ,480154.29802199954,26,3,4148.31326,35.28096643271146,452.2282866153846,248.061153,1413.044,11757.935452
Will the Oklahoma City Thunder win the 2026 NBA Fi,59319.75584599998,29,3,15822.792,72.37790739717866,753.839862,170.79999999999998,8595.684,21861.355998
Will Google have the best AI model at the end of J,61195.51421100003,21,3,4308.983885,45.291372153298134,453.0437013809524,181.75889999999998,1523.797,9513.917728999999
Will Jared Polis win the 2028 Democratic president,62655.95349899999,26,3,2761.9278,35.230211781780554,301.5252731538461,280.81288,1099.999863,7839.657102
Will West Ham win the 2025–26 English Premier Leag,66418.788,23,3,4331.966735,39.15342199581754,481.04704565217395,274.45527000000004,2472.949575,11064.082049999999
Will Ron DeSantis win the 2028 Republican presiden,66769.462697,23,3,2518.43655,34.86481990858235,314.06225986956525,175.64039999999997,1148.0,7223.431977
Will the Miami Heat win the 2026 NBA Finals?,73034.63730500001,30,3,3282.47442,38.29731132844544,285.70103279999995,152.5999755,1389.99994,8571.030983999999
"Will the US next strike Iran on January 17, 2026 (",73043.14272699998,24,3,3159.6396799999998,38.412660982404454,342.72984470833336,219.62499400000002,1810.4389999999999,8225.516273
Will the next Prime Minister of Hungary be László ,73506.32566500001,21,3,12474.27432,56.98924229370247,1042.3249001904762,306.58311,4985.0,21888.822904
Will Mark Cuban win the 2028 Democratic presidenti,77760.02913600001,30,3,11974.999984,56.16194706598486,710.7422142333332,287.28731500000004,4965.0,21322.266427
Will the Detroit Pistons win the 2026 NBA Finals?,79189.41716299998,28,3,2917.77153,37.440433752034544,278.3251037142857,146.430494,1313.08035,7793.102903999999
Will Trump nominate no one before 2027?,84159.05266599999,23,3,3249.0902109999997,28.42118681631526,497.04043921739134,340.91973900000005,1118.119761,11431.930102
Will Sevilla win the 2025–26 La Liga?,84234.468,24,3,9805.163876,54.70370196191578,746.8388430416667,365.3883825,5027.63458,17924.132233
Will Elon Musk win the 2028 US Presidential Electi,85225.814663,30,3,5878.2617,48.414542987037834,404.71735263333335,227.060335,2019.1625,12141.520579
Odds of Khamenei out as Supreme Leader of Iran by ,92028.33999300007,29,3,7284.306979999999,35.217418370706284,713.2351288965518,228.39,2569.30624,20683.818737999998
"Will the US next strike Iran on January 31, 2026 (",95263.166054,30,3,3146.2999999999997,23.466315625839783,446.92429923333344,350.24117,1136.3999999999999,13407.728977
Will Morocco win the 2026 FIFA World Cup?,96737.2593310002,21,3,5757.7136,49.646947749090266,552.2531606190475,403.224,3725.98734,11597.316373
Will Russia capture Kostyantynivka by February 28?,15526.471562,18,3,7484.7137999999995,63.363002500773526,656.2464165555555,213.05200000000002,3777.7938,11812.435498
"Jerome Powell out as Fed Chair by May 14, 2026?",16161.889923999996,8,3,2901.03895,74.15897818040554,488.98983999999996,284.306385,1008.7,3911.91872
Will Algeria win the 2026 FIFA World Cup?,16377.3615,27,3,2031.9279999999999,26.111228345085664,288.21544355555557,274.61966,891.2139999999999,7781.816976
Will Pete Buttigieg win the 2028 US Presidential E,16645.495345999996,25,3,3552.5989600000003,42.08398480103619,337.6675452,265.39227999999997,1952.0,8441.68863
Will Ghana win the 2026 FIFA World Cup?,16653.183500000003,23,3,2031.9279999999999,27.554401287063087,320.6191806956521,314.50971999999996,891.2139999999999,7374.241156
"Will Ethereum dip to $2,400 in January?",16835.24747,22,3,9464.957699999999,65.67689672229915,655.0634568181817,292.8,4864.71,14411.39605
Will Wes Moore win the 2028 Democratic presidentia,16972.036307,24,3,3595.669131,54.04718503067549,277.20138808333337,144.807815,1919.13918,6652.8333139999995
"Will ""People We Meet on Vacation"" be the top US Ne",17051.914834999996,21,3,1544.452,30.45128421413839,241.5180023809524,187.06,588.115,5071.87805
Will Qatar win the 2026 FIFA World Cup?,17305.933,22,3,2520.77036,30.602714427688454,374.41277040909085,326.673,1023.2693599999999,8237.080949
Will Colombia win the 2026 FIFA World Cup?,17531.623702000008,21,3,2003.424,35.791810783619795,266.5446110952381,205.159941,878.712,5597.436833
Will Phan Van Giang be elected General Secretary o,17865.552108999997,29,3,4613.64502,44.308534256898,359.05319427586204,202.4,3040.668,10412.542634000001
Will Logan Paul’s PSA 10 Pokémon Illustrator Sale ,18112.078733000002,15,3,6726.07346,61.52666077809593,728.7977141333334,261.09,4174.85355,10931.965712
"Will the U.S. invade Venezuela by March 31, 2026?",18344.594677999998,24,3,3230.7726279999997,41.44512191924356,324.80427112499996,230.289989,1466.7007999999998,7795.302506999999
